,customer_lifetime_value,total_claim_amount,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies
2538,5380.898636,321.6,55350,67,0,13,0,9
2539,4650.063763,468.0,28215,65,15,26,0,3
2540,36946.06393,663.643801,75425,116,25,88,1,2
2541,3314.55133,167.39959,63583,83,15,8,0,1
2542,4566.377261,475.2,0,66,27,28,0,3
2543,5597.12496,667.2,37995,139,16,50,0,1
2544,2540.551456,290.911693,37125,63,29,78,0,1
2545,2939.330187,55.320014,53357,73,4,77,0,1
2546,16068.34838,955.2,70140,199,25,15,0,7
2547,7360.873696,892.8,52380,186,27,76,2,1
2548,2700.985899,55.394702,79292,67,18,58,0,1
2549,3095.705571,774.892461,0,92,31,24,1,1
2550,4383.751482,1480.336748,0,123,14,97,0,1
2551,9928.874825,823.798803,75425,123,3,49,0,6
2552,2399.17815,307.2,20992,64,21,73,0,1
2553,3402.777293,414.649796,57428,85,34,40,1,1
2554,8711.302422,287.437831,92606,109,26,75,0,3
2555,4358.762008,523.2,86001,109,4,27,1,1
2556,2551.226692,392.235698,79751,63,15,67,0,1
2557,5642.747998,208.048487,68654,71,32,21,2,9
2558,4151.667368,208.892861,0,61,7,71,3,9
2559,2842.025913,60.845685,92629,72,22,1,3,1
2560,8791.444942,502.994931,54094,112,9,51,0,4
2561,8268.272933,336.0,95419,70,6,61,3,2
2562,8581.637267,293.016168,66466,71,20,35,0,2
2563,5244.40475,226.607648,68131,130,22,27,0,1
2564,8509.019846,273.250112,56481,106,7,17,0,3
2565,4743.615503,571.2,70082,119,17,23,0,1
2566,22754.66137,244.086665,51437,115,35,30,0,2
2567,5335.015944,525.6,0,73,6,97,0,9
2568,6966.319103,240.318607,27972,90,13,7,0,8
2569,21205.37785,364.8,24930,76,7,16,0,2
2570,4271.200049,44.284642,26245,110,6,43,0,1
2571,5580.818466,431.847824,57883,69,4,0,0,9
2572,2224.089639,483.25721,0,64,20,4,0,1
2573,2709.539796,446.751243,58828,68,13,98,0,1
2574,2890.338106,374.864662,51906,73,29,78,0,1
2575,6403.577368,393.6,28095,82,18,2,0,8
2576,5981.381645,355.2,88723,74,12,94,0,8
2577,6225.022266,200.97608,53078,79,29,81,2,8
2578,8496.358981,209.863509,88895,106,0,87,0,8
2579,10213.99111,140.819942,60078,127,23,60,0,3
2580,4547.162694,321.6,0,67,26,4,0,3
2581,5741.696078,249.742856,45820,71,4,89,0,8
2582,2388.353882,677.970934,0,73,12,84,0,1
2583,12624.96121,552.0,12439,115,22,78,0,2
2584,8382.478392,791.878042,25998,71,16,38,0,2
2585,4964.666365,316.546868,98451,62,19,57,0,3
2586,2871.437451,410.548521,23803,72,11,90,0,1
2587,13080.78528,595.2,0,124,12,58,0,2
2588,2482.411991,482.4,26100,67,6,29,0,1
2589,2726.834065,376.923839,0,73,8,63,0,1
2590,4776.186527,315.215329,0,67,10,38,0,9
2591,6091.89923,482.48791,65252,78,27,75,0,9
2592,5015.009472,624.0,48567,130,12,15,0,1
2593,9035.671134,542.4,34337,113,20,44,0,9
2594,4381.880534,508.614758,20394,115,28,84,0,1
2595,5775.517825,784.611446,0,76,20,17,0,6
2596,4250.282624,292.8,0,61,17,1,1,7
2597,2347.048112,244.269407,31617,62,17,29,1,1
2598,6940.069184,297.6,0,62,31,30,1,2
2599,2572.506605,118.454974,21104,66,34,74,0,1
2600,41491.74481,868.8,37748,181,21,22,2,2
2601,3571.346578,438.661509,0,96,19,30,0,1
2602,12734.21253,397.139856,25023,82,31,38,0,2
2603,4529.112791,271.164139,0,62,22,57,0,9
2604,4177.876779,523.2,14108,109,27,88,0,1
2605,9824.745841,393.6,23923,82,29,61,1,2
2606,2430.801647,321.6,0,67,1,19,0,1
2607,19160.98994,1294.700423,22705,239,19,59,0,7
2608,3301.518961,427.2,0,89,10,83,0,1
2609,4692.098956,506.92275,0,69,31,89,0,5
2610,8092.87696,369.614729,50825,102,3,46,0,3
2611,3964.534974,575.260213,14616,106,16,23,0,1
2612,2497.531509,272.381465,0,69,5,74,0,1
2613,9656.212573,1224.56345,29504,125,16,29,0,9
2614,8888.143979,215.438825,58789,111,4,69,0,3
2615,7347.410517,292.8,29491,61,26,62,0,2
2616,8578.364528,438.069458,78077,107,11,47,2,6
2617,3467.323976,799.251165,0,96,2,53,0,1
2618,8901.468512,216.980413,76558,74,2,45,0,2
2619,2619.337376,225.578841,78618,66,7,56,0,1
2620,8838.085637,133.425609,82664,114,24,10,3,9
2621,10127.77087,780.941649,23053,132,5,97,0,8
2622,4633.452912,561.6,50250,117,3,93,0,1
2623,7796.000083,785.82348,32169,199,0,74,0,1
2624,2993.024583,286.115778,0,80,28,97,0,1
2625,7985.472561,77.442722,99069,66,7,28,0,2
2626,3508.569533,1176.2788,20978,98,19,96,1,1
2627,2722.210707,398.502948,17576,71,29,70,0,1
2628,2783.583044,200.38673,42297,71,29,62,0,1
2629,8649.997286,824.597262,0,115,0,3,0,3
2630,4652.91278,151.231247,0,63,21,23,0,7
2631,8395.806331,161.092415,0,110,22,72,0,9
2632,8804.53711,355.2,48990,74,3,20,0,2
2633,7155.337765,377.512951,16916,64,31,31,0,2
2634,3954.344534,535.080276,18375,103,8,50,0,1
2635,15032.9003,689.800891,17150,65,28,19,0,2
2636,8257.666512,424.330166,23815,73,4,47,0,2
2637,9256.918609,566.4,21947,118,30,76,0,9
2638,6507.751779,863.219668,0,97,4,11,0,4
2639,2530.705137,61.769564,89451,63,11,2,0,1
2640,5482.549359,251.294821,79325,68,4,31,0,4
2641,4050.506193,308.749796,88454,101,8,89,0,1
2642,6326.679236,417.6,0,87,2,41,0,3
2643,2627.76229,240.00056,20943,69,0,86,0,1
2644,7814.604545,316.8,51972,66,19,22,0,2
2645,6314.579645,288.329793,54408,79,29,17,0,4
2646,6386.278164,586.921708,23751,82,4,9,1,7
2647,2537.969253,307.2,37612,64,0,32,0,1
2648,5335.375586,472.67262,91603,69,4,92,2,3
2649,4549.079221,639.758314,0,62,12,53,0,3
2650,4836.21886,871.484565,16450,128,6,81,0,1
2651,6478.801192,158.362972,50864,83,18,86,1,4
2652,35440.14262,528.0,74560,110,31,20,0,2
2653,2404.380963,200.689331,62488,62,35,47,2,1
2654,9264.565015,741.867506,55837,117,16,35,0,9
2655,2433.024631,475.2,0,66,12,71,0,1
2656,5367.089817,67.648392,97742,67,33,57,0,5
2657,2452.360892,496.8,0,69,13,75,0,1
2658,8646.504109,369.818708,64125,108,3,44,0,3
2659,4340.086445,446.4,0,62,22,39,0,6
2660,4930.949334,136.291083,70412,61,27,12,0,3
2661,5292.632491,336.0,0,70,13,8,0,3
2662,8986.610653,1093.708851,66267,111,23,95,0,3
2663,5619.967791,863.935307,0,82,14,23,0,6
2664,10340.45566,393.637436,40882,89,6,17,0,2
2665,6369.262355,398.4,34498,83,30,72,0,7
2666,2767.5949,355.2,0,74,0,52,0,1
2667,4831.421687,307.2,23228,64,4,0,1,6
2668,4282.947971,166.937747,40864,109,16,70,1,1
2669,5718.276608,19.626306,46133,73,7,78,0,5
2670,2580.849899,316.8,46900,66,13,59,0,1
2671,6481.382268,441.6,0,92,1,17,0,6
2672,5133.414764,278.999409,53390,64,13,41,0,5
2673,9369.639891,449.428182,99185,115,8,19,0,3
2674,3196.578455,47.061469,62815,80,14,84,0,1
2675,4720.608872,292.8,26277,61,17,30,0,4
2676,8861.900439,481.269644,41854,110,17,44,0,8
2677,6032.737631,412.8,0,86,4,56,0,8
2678,6832.36853,733.21126,66627,85,32,55,0,8
2679,2242.090803,251.44949,12131,64,32,60,1,1
2680,4157.698118,528.0,0,110,4,61,0,1
2681,6189.122455,648.0,0,90,4,18,0,5
2682,5643.724704,345.6,33317,72,18,31,1,3
2683,5332.462694,309.577946,68931,66,32,30,0,7
2684,2121.313061,321.6,0,67,6,60,1,1
2685,8281.740124,518.4,19189,108,21,9,0,3
2686,7835.929299,738.05105,49390,195,31,15,0,1
2687,2552.913868,80.119997,33124,67,35,7,0,1
2688,2795.410029,137.168874,40516,70,21,31,0,1
2689,8007.399376,537.6,0,112,12,93,0,3
2690,6886.324494,417.6,34615,87,6,73,0,7
2691,5106.781547,16.510134,29894,72,9,69,4,3
2692,5612.375586,379.2,0,79,32,2,0,3
2693,5658.912313,847.490817,0,84,32,96,0,4
2694,7263.599744,204.373113,86732,180,0,95,0,1
2695,8712.157741,95.693949,68516,216,17,0,0,1
2696,9198.685111,552.0,31562,115,14,6,0,3
2697,5162.370678,582.420512,0,74,33,92,0,4
2698,6289.946999,379.2,24477,79,15,32,0,3
2699,3649.708655,480.0,0,100,31,80,0,1
2700,6766.558551,417.6,20046,87,15,59,0,3
2701,4631.011293,547.2,78152,114,18,35,0,1
2702,6810.52531,733.522405,0,65,7,47,0,2
2703,9378.634228,561.6,36067,117,30,78,0,3
2704,15762.53198,142.113373,44362,66,15,75,0,2
2705,2635.505781,316.8,77350,66,11,4,0,1
2706,5741.72743,161.752532,86641,71,17,79,0,6
2707,8414.942855,12.497538,72258,105,8,50,0,4
2708,9123.911266,741.655597,70737,114,25,12,0,4
2709,15994.008,1410.16929,0,159,19,75,0,2
2710,9022.08313,988.535078,0,125,7,99,0,3
2711,4759.664624,388.8,0,81,10,80,3,3
2712,3993.882994,792.0,17672,110,28,16,0,1
2713,18853.73945,1245.6,0,173,24,21,0,2
2714,8840.193762,796.130111,47297,115,10,46,4,4
2715,6696.903521,83.652384,57240,83,18,79,0,7
2716,8476.082867,523.2,28181,109,32,41,0,3
2717,5205.748188,316.8,31275,66,26,0,0,3
2718,6141.961623,1310.4,0,182,24,45,0,1
2719,4376.363592,60.036683,63774,111,18,63,0,1
2720,12375.02163,613.866905,78441,103,6,73,0,2
2721,3451.10244,499.2,0,104,19,65,2,1
2722,8107.26533,364.8,0,76,0,91,0,2
2723,8662.048958,511.422666,0,117,0,65,0,4
2724,8696.907111,435.796252,91423,109,3,71,1,5
2725,2535.266473,269.563038,86933,63,3,64,0,1
2726,5633.741543,321.457124,65255,72,3,65,2,3
2727,5176.730072,232.879766,41533,65,2,46,0,9
2728,5531.723723,17.484679,50097,71,25,81,0,5
2729,2810.671023,422.59237,73858,72,8,59,3,1
2730,2780.729047,387.545055,94943,69,3,22,0,1
2731,2572.452634,14.464783,72685,68,20,97,5,1
2732,7664.219255,161.61574,60184,199,7,44,1,1
2733,3839.746159,763.2,0,106,29,38,0,1
2734,2509.268453,307.2,74045,64,23,83,0,1
2735,14566.09246,42.131925,52564,122,33,28,0,2
2736,3220.775528,417.6,19098,87,35,3,0,1
2737,3199.824902,239.964694,78784,80,33,72,0,1
2738,16045.10952,163.046956,0,65,10,10,0,2
2739,4918.916267,302.4,29256,63,33,41,0,5
2740,5623.757656,23.89816,77912,71,2,21,1,3
2741,5677.465907,99.039453,45345,72,28,86,0,3
2742,3016.444225,412.8,25630,86,8,63,0,1
2743,5279.124682,169.414572,22280,68,10,48,0,3
2744,4803.935174,496.8,0,69,31,25,0,7
2745,2608.786334,39.532978,61567,65,35,78,0,1
2746,7832.569008,316.8,34644,66,7,36,0,2
2747,4260.33573,856.8,26991,119,34,65,0,1
2748,2369.369299,624.42874,49746,61,5,88,0,1
2749,20604.01627,723.010515,0,72,8,61,1,2
2750,2652.067994,261.549577,49625,66,29,9,0,1
2751,2597.864075,150.235884,49308,65,7,97,0,1
2752,7712.436971,175.243467,63624,95,10,5,0,5
2753,4698.88415,443.637243,80358,116,19,2,0,1
2754,3403.919366,91.55098,38460,88,15,1,1,1
2755,4355.702301,460.8,0,64,22,22,0,4
2756,11095.97445,727.2,0,101,10,48,0,2
2757,3300.684961,711.323244,0,92,3,9,0,1
2758,6981.081694,294.691896,34835,89,1,45,2,9
2759,16922.12519,497.353106,93836,139,1,19,0,2
2760,7639.670244,451.896687,34075,196,8,87,0,1
2761,19237.77089,227.44626,35624,66,6,55,2,2
2762,2915.649943,245.103885,83218,72,6,42,0,1
2763,4196.429642,504.0,24641,105,12,82,0,1
2764,16473.16905,508.8,22828,106,11,54,0,2
2765,2657.570431,340.8,0,71,22,25,0,1
2766,3267.709691,338.744392,28729,90,26,19,3,1
2767,2584.532849,125.704164,72731,65,10,7,0,1
2768,5503.919257,116.600107,59932,71,16,77,1,3
2769,8021.067105,321.6,54292,67,4,26,0,2
2770,19606.35999,931.2,0,194,0,22,0,2
2771,1904.000852,302.4,0,63,22,7,3,1
2772,7288.297591,340.32278,59414,91,23,21,0,3
2773,5553.521059,749.244062,96587,138,31,99,0,1
2774,11702.34819,532.8,0,111,15,12,0,2
2775,36897.79765,638.4,0,133,0,59,0,2
2776,2957.102851,195.405949,94362,74,21,96,0,1
2777,19643.54421,208.885686,84488,61,33,71,0,2
2778,4111.888285,480.073548,65085,103,20,55,0,1
2779,15122.99194,518.4,0,72,35,86,0,2
2780,12807.09083,450.760925,0,69,32,21,0,2
2781,2500.241685,664.128009,0,67,4,44,0,1
2782,4260.709139,446.4,0,62,1,73,0,3
2783,2609.533154,316.8,60798,66,21,57,0,1
2784,10796.44832,331.2,30761,69,16,16,2,2
2785,2590.654042,77.54669,25981,65,33,38,0,1
2786,29199.81072,270.373444,67739,149,4,76,0,2
2787,4194.659772,429.695284,25581,105,9,21,0,1
2788,10314.52484,74.463101,99759,65,12,25,3,2
2789,9028.307862,573.941286,76514,112,19,0,0,3
2790,3954.344534,535.080276,18375,103,8,50,0,1
2791,6089.517361,403.2,21832,84,29,39,0,3
2792,12827.42831,842.4,0,117,25,43,0,2
2793,9135.291575,542.4,95330,113,1,1,0,3
2794,7902.681227,634.396608,0,106,21,25,0,9
2795,14827.91055,326.4,0,68,31,69,2,2
2796,2500.834374,302.4,25899,63,20,36,0,1
2797,5395.346288,355.2,0,74,13,30,0,4
2798,2651.615963,314.044227,33201,66,9,56,0,1
2799,2119.894333,292.8,18287,61,6,56,4,1
2800,7155.471967,427.2,76506,89,35,65,0,8
2801,5994.226432,166.1306,41859,76,18,58,0,5
2802,22647.21772,436.8,27504,91,26,45,0,2
2803,2833.797966,350.4,45360,73,16,71,0,1
2804,22332.43946,484.013411,49078,97,10,3,0,2
2805,5846.41534,648.0,0,90,16,66,2,6
2806,2867.211836,165.520952,91810,71,27,43,0,1
2807,14435.66453,636.982333,70600,122,26,5,1,2
2808,5237.477743,934.656068,33554,131,25,36,0,1
2809,7710.912153,282.146354,77642,64,20,14,0,2
2810,5158.576449,298.954932,25963,66,11,35,0,9
2811,5414.897604,652.8,57452,136,25,10,1,1
2812,2903.749709,491.66348,0,77,15,89,0,1
2813,5575.751228,109.904496,91416,69,4,39,0,5
2814,2616.409509,383.224514,22000,69,27,36,0,1
2815,4617.838205,554.957693,41167,118,16,4,0,1
2816,20123.86854,504.0,0,70,18,23,0,2
2817,3200.795405,412.8,0,86,8,37,0,1
2818,8583.854913,340.8,53944,71,13,20,0,2
2819,4349.30875,112.660916,75648,108,28,10,0,1
2820,4729.593583,71.303109,29414,64,2,32,0,3
2821,5015.009472,624.0,48567,130,12,15,0,1
2822,5797.604861,201.327931,69276,74,14,22,2,8
2823,3475.07136,460.8,0,96,6,60,0,1
2824,8542.218196,462.654347,50117,107,13,98,0,4
2825,16473.16905,508.8,22828,106,11,54,0,2
2826,6776.353402,818.730215,0,96,0,38,0,3
2827,9713.156737,979.2,0,136,7,34,0,3
2828,4429.193391,537.6,20868,112,14,11,0,1
2829,2435.535995,10.560419,40921,62,0,50,2,1
2830,9863.502214,272.788141,99654,121,13,95,0,3
2831,8207.858272,686.90827,0,110,16,17,0,5
2832,2781.446975,302.942519,56218,72,17,74,2,1
2833,5807.994569,37.28874,70717,72,20,89,0,5
2834,8395.272249,319.131547,62989,71,3,18,1,2
2835,14333.92489,340.8,41459,71,8,4,0,2
2836,11003.54385,489.6,0,102,20,7,1,2
2837,4049.807215,77.479316,42512,105,15,72,1,1
2838,2141.750757,437.040616,0,61,5,90,0,1
2839,5079.843625,353.397699,83288,124,18,70,0,1
2840,2895.522489,231.969205,46267,72,4,73,0,1
2841,9031.214859,650.52179,0,122,15,47,0,9
2842,6554.390004,388.8,74424,81,26,74,0,9
2843,7487.744636,693.084662,0,72,15,70,0,2
2844,15118.89548,432.480275,58883,62,1,47,0,2
2845,9007.431501,556.8,41539,116,11,35,0,3
2846,5488.931031,65.659137,33881,68,11,83,0,9
2847,7234.142952,59.853369,86448,90,25,79,0,6
2848,5205.751205,378.345883,25237,69,23,52,0,9
2849,4697.152892,482.4,0,67,10,75,0,7
2850,6207.171358,203.296071,49419,77,3,34,0,4
2851,6615.815683,398.4,90414,83,7,49,1,6
2852,9708.504642,412.8,39930,86,22,64,1,2
2853,10831.13004,460.8,23202,96,29,59,0,2
2854,4626.801093,547.2,79487,114,20,87,0,1
2855,6748.231188,324.413656,68423,85,14,81,0,7
2856,2542.06388,302.4,84495,63,15,61,0,1
2857,5450.394878,330.138332,43091,69,2,36,1,6
2858,7243.865476,40.536151,41951,91,30,56,0,7
2859,8306.550901,504.0,89834,105,17,14,0,3
2860,2734.514945,270.381385,92157,69,19,33,0,1
2861,11030.66148,446.4,35773,93,25,89,0,2
2862,3402.39442,475.2,0,99,16,20,0,1
2863,6945.016955,314.528138,15850,61,28,14,0,2
2864,2568.843396,350.4,11167,73,0,99,3,1
2865,5764.648599,345.6,21195,72,23,10,0,9
2866,5403.546122,184.955105,27430,68,25,12,0,4
2867,4899.231772,302.4,0,63,21,78,0,7
2868,9048.983447,571.2,0,119,9,8,0,3
2869,8093.898245,513.6,59839,107,8,52,2,8
2870,2496.766693,350.4,0,73,13,33,0,1
2871,2602.24525,236.842746,38166,67,25,5,1,1
2872,6751.437153,456.0,0,95,14,78,0,9
2873,3621.68883,285.825083,13457,94,31,28,0,1
2874,6896.088021,326.4,0,68,10,53,0,2
2875,5438.696611,550.127548,52721,136,34,29,0,1
2876,14472.583,75.698305,22012,185,5,69,0,5
2877,2359.423599,352.394515,19864,63,22,96,0,1
2878,5323.267311,134.124254,55289,67,10,71,0,3
2879,7390.903278,501.092992,30449,92,23,47,0,3
2880,11447.5071,422.78411,27362,144,23,28,0,8
2881,5754.853121,29.303915,29460,72,3,18,0,5
2882,10244.2435,451.2,0,94,23,34,0,2
2883,4645.569555,200.641734,42532,118,13,32,0,1
2884,4887.344366,71.980757,66707,61,19,24,0,8
2885,2497.808174,165.570243,68041,64,10,47,0,1
2886,2369.111588,468.0,0,65,8,91,0,1
2887,4490.597249,307.2,0,64,26,11,1,7
2888,3719.247732,465.6,40968,97,29,53,1,1
2889,4198.030023,344.765129,39913,106,16,61,0,1
2890,2420.711888,199.551735,31710,62,5,29,0,1
2891,4462.997006,350.4,0,73,35,52,3,5
2892,6291.655714,219.362643,89113,78,18,68,0,8
2893,4270.034394,725.870693,0,122,27,2,0,1
2894,2460.665175,321.6,0,67,30,13,0,1
2895,19435.62924,2294.631639,38688,249,22,6,0,3
2896,7374.077921,528.0,0,110,19,87,4,3
2897,18269.53692,609.6,0,127,18,97,0,2
2898,11925.71535,631.594469,28014,104,14,37,0,2
2899,4223.274671,523.2,14170,109,9,10,0,1
2900,10298.38586,359.484342,64825,129,1,78,0,4
2901,5229.741907,29.884537,77357,67,24,38,0,8
2902,2402.81597,298.626189,21629,62,19,54,0,1
2903,3933.813993,674.973614,25927,103,6,20,0,1
2904,4299.838835,496.843023,44388,113,10,74,1,1
2905,7635.554626,287.453171,54539,63,5,74,0,2
2906,2722.210707,398.502948,17576,71,29,70,0,1
2907,7291.599536,411.671832,84629,90,19,17,0,5
2908,58753.88046,888.0,24964,185,0,84,0,2
2909,5261.037541,409.684798,43573,66,30,64,0,5
2910,16938.29858,340.780156,0,69,24,99,0,2
2911,10575.94816,756.0,0,105,7,91,0,2
2912,5552.331515,215.728468,35011,70,7,91,0,8
2913,7150.225367,224.711836,63651,92,19,10,0,3
2914,8717.049833,355.2,83846,74,22,94,3,2
2915,6847.588918,1317.008182,0,191,2,70,0,1
2916,5418.726537,90.524457,39133,67,25,26,0,3
2917,3528.044252,441.6,31278,92,24,95,4,1
2918,16468.22079,685.12694,0,63,4,52,0,2
2919,7285.030983,386.031248,44788,61,6,48,0,2
2920,16963.83934,561.6,0,117,26,33,0,2
2921,5807.659307,133.977857,62447,74,9,2,0,7
2922,5068.264582,22.962412,31475,64,6,3,1,3
2923,8797.829644,3.55,80780,109,26,11,0,3
2924,4439.900652,359.36848,88613,111,5,59,0,1
2925,2404.459452,110.556062,45949,62,0,70,0,1
2926,5066.634057,307.2,35596,64,11,92,0,3
2927,5890.528762,17.375878,76875,73,21,4,0,9
2928,2410.498573,292.8,41842,61,1,14,0,1
2929,5288.240125,518.4,28884,72,27,9,1,3
2930,26413.54751,398.4,24631,83,25,87,1,2
2931,16236.47626,680.753091,0,74,24,54,2,2
2932,5534.576395,178.700204,71560,69,14,46,0,5
2933,9202.638441,384.0,0,80,8,71,0,2
2934,2592.437797,312.0,72421,65,8,23,0,1
2935,8019.856041,955.2,54702,199,5,42,0,1
2936,6943.741598,547.2,0,76,4,43,5,2
2937,13367.86562,407.887715,57335,67,22,18,0,2
2938,5885.335302,482.4,0,67,9,20,3,2
2939,3479.760165,490.638202,35033,87,26,53,0,1
2940,9103.8997,684.948527,65733,113,13,6,0,3
2941,4813.284447,472.611522,0,69,30,44,0,3
2942,9575.7578,633.6,0,88,3,64,0,2
2943,13736.1325,1261.319869,16181,181,22,79,0,8
2944,8090.884414,48.051339,86180,69,11,43,4,2
2945,8267.119555,499.2,36881,104,5,25,0,3
2946,2489.16729,545.083116,47888,64,23,16,1,1
2947,2395.57,333.696228,21986,63,1,9,0,1
2948,3863.309585,480.0,47199,100,3,65,3,1
2949,5173.485319,331.2,0,69,30,69,0,9
2950,4984.618655,80.73124,86305,62,1,99,0,5
2951,2396.192355,346.991025,39062,61,2,20,0,1
2952,2631.87754,238.952528,16976,69,23,54,0,1
2953,6993.838856,468.0,0,65,29,35,2,2
2954,15055.53836,273.702709,83283,193,11,46,1,3
2955,3401.881747,691.709371,41972,86,20,23,0,1
2956,4126.61326,220.644418,34080,107,11,48,1,1
2957,4462.997006,350.4,0,73,35,52,3,5
2958,9320.090224,329.980754,40269,81,0,71,2,2
2959,3663.740198,436.8,61894,91,3,21,0,1
2960,4962.208409,339.906034,23300,63,3,35,1,4
2961,2816.758764,265.629611,66023,70,11,94,0,1
2962,4330.769101,416.8496,39660,107,3,46,0,1
2963,8262.879764,32.508635,0,76,4,51,1,2
2964,4666.643522,784.186389,60466,117,14,3,0,1
2965,5876.054314,250.454012,32848,74,2,59,0,5
2966,8427.723769,373.324673,20662,72,10,99,0,2
2967,13023.9329,16.425514,64985,108,23,94,0,2
2968,8209.59982,494.4,68022,103,3,26,0,3
2969,2464.238061,91.941259,72834,65,12,81,3,1
2970,2727.520769,321.6,74592,67,9,30,0,1
2971,3086.013544,53.095599,73938,76,34,48,0,1
2972,22067.728,398.4,15999,83,2,43,0,2
2973,4836.054291,632.081402,0,69,12,89,0,8
2974,6912.03963,460.8,0,96,11,55,0,5
2975,2570.761765,345.6,0,72,0,93,3,1
2976,2991.696011,576.0,0,80,9,96,0,1
2977,8253.266591,411.228571,62375,103,35,71,1,3
2978,10477.77713,422.4,61427,88,24,12,0,2
2979,16373.7273,355.409311,64396,103,2,46,0,2
2980,5184.94945,230.104769,49312,65,30,55,1,4
2981,10634.83711,292.8,0,61,35,71,0,2
2982,15114.40241,480.0,28513,100,4,22,1,2
2983,11875.89915,518.4,0,108,23,55,0,2
2984,4369.496687,74.744643,97321,110,35,46,0,1
2985,7432.856752,18.965718,58839,65,4,65,3,2
2986,2558.762931,518.4,0,72,4,14,0,1
2987,5452.171237,321.6,88567,67,9,89,0,9
2988,2968.077571,57.678779,91646,74,12,10,0,1
2989,15700.28436,1012.8,0,211,31,52,0,5
2990,7477.176362,262.746281,48552,94,5,54,0,9
2991,9407.452895,294.905685,31485,118,17,79,0,6
2992,4428.038374,628.801638,0,64,6,47,0,8
2993,10053.55227,972.0,16511,135,35,4,0,5
2994,2907.898828,350.4,51020,73,16,88,0,1
2995,7644.763153,465.6,43838,97,11,37,0,7
2996,9709.746073,827.085431,0,133,11,30,0,7
2997,8439.615236,556.097027,22454,110,5,75,2,3
2998,4209.682602,533.255723,57933,105,10,64,0,1
2999,8556.418397,595.2,0,124,7,2,3,6
3000,26770.44534,355.818306,26335,113,32,7,1,2
3001,16265.58682,735.491986,85322,134,32,55,0,2
3002,3624.901612,354.455466,37843,92,2,17,0,1
3003,2519.918897,482.4,0,67,11,26,0,1
3004,4819.183706,421.235276,74730,61,18,84,0,6
3005,3028.780121,483.881752,0,94,27,52,1,1
3006,2316.796105,307.2,0,64,2,80,0,1
3007,13869.92705,612.300581,28432,118,1,59,0,2
3008,25807.063,1027.2,71210,214,8,89,1,2
3009,2342.01381,321.6,19581,67,2,94,0,1
3010,2747.771656,576.0,0,80,12,14,0,1
3011,5479.555081,326.4,56005,68,31,30,1,3
3012,9199.539814,572.847549,0,80,10,11,0,2
3013,8060.161694,331.2,23671,69,32,45,0,2
3014,6686.128629,114.815893,22244,84,6,59,0,9
3015,4709.52218,470.576119,0,66,17,29,0,3
3016,2685.425957,45.905292,75329,67,15,17,0,1
3017,3920.511337,525.392239,0,108,2,55,1,1
3018,5493.698779,185.291566,44369,68,13,22,0,8
3019,8521.738901,518.4,37910,108,7,9,0,7
3020,2414.072446,511.2,0,71,25,30,0,1
3021,4282.947971,166.937747,40864,109,16,70,1,1
3022,5918.330563,305.031114,94846,73,15,68,0,7
3023,7519.133631,185.355353,96306,95,12,17,1,6
3024,4472.334422,520.036279,53519,111,7,37,0,1
3025,5531.627731,331.2,50648,69,27,50,1,9
3026,8435.176463,336.0,64692,70,17,80,0,2
3027,10196.1106,720.0,0,100,9,75,0,2
3028,20552.62128,1430.336183,0,187,22,97,1,2
3029,3915.798108,784.8,0,109,2,86,0,1
3030,6010.502178,355.2,49311,74,25,85,0,3
3031,2854.114491,324.739746,71126,71,11,72,0,1
3032,5994.255419,268.130863,74284,74,27,5,0,3
3033,4477.45201,571.2,41402,119,26,26,4,1
3034,5544.909083,280.89705,79619,71,3,34,3,6
3035,3600.934326,694.598288,25147,101,7,54,0,1
3036,9934.865795,600.0,56379,125,0,59,1,8
3037,6874.84827,691.2,0,96,35,27,0,6
3038,2374.147419,292.8,48911,61,15,6,0,1
3039,9162.063169,20.985105,29723,80,8,79,0,2
3040,7380.086414,436.8,21841,91,33,47,0,7
3041,2655.996158,377.442796,31796,68,27,16,0,1
3042,7591.109246,504.0,0,105,0,16,0,4
3043,5015.009472,624.0,48567,130,12,15,0,1
3044,4603.975141,457.593764,66161,118,19,86,0,1
3045,2551.226692,392.235698,79751,63,15,67,0,1
3046,5641.35916,315.560161,39469,71,1,29,0,4
3047,5463.913828,214.772284,44305,67,33,39,0,9
3048,4866.647452,444.030724,0,68,4,17,0,9
3049,2779.85389,279.960213,38893,69,12,60,0,1
3050,4563.018085,566.4,39187,118,32,43,1,1
3051,14376.55039,253.511935,70341,179,11,43,0,3
3052,2279.747148,460.8,0,64,9,95,0,1
3053,5380.316469,350.4,0,73,11,95,0,3
3054,8708.27928,329.517492,30090,73,10,3,0,2
3055,18611.45356,1021.654003,49673,232,27,57,0,7
3056,2215.912948,389.944994,0,66,31,14,0,1
3057,7780.903354,504.0,0,70,29,93,0,2
3058,2860.864563,345.6,50332,72,2,11,0,1
3059,5577.942343,15.169017,70190,71,20,22,0,3
3060,7268.096004,374.716271,38179,90,12,91,1,3
3061,4060.956163,699.823461,0,115,18,30,1,1
3062,7813.411572,355.2,25859,74,0,44,0,2
3063,4762.156975,255.005116,36529,118,6,41,0,1
3064,14166.20344,566.4,67588,118,0,58,0,2
3065,4354.398727,871.2,0,121,30,85,0,1
